PERMNO,date,NCUSIP,TICKER,PRC,RET,ewretd,sprtrn
11995,20140414,19109810,COKE,81.20000,0.001727,0.000249,0.008217
11995,20140415,19109810,COKE,80.78000,-0.005172,-0.001758,0.006757
11995,20140416,19109810,COKE,81.07000,0.003590,0.009288,0.010488
11995,20140417,19109810,COKE,80.71000,-0.004441,0.004201,0.001364
11995,20140421,19109810,COKE,81.25000,0.006691,0.004051,0.003775
11995,20140422,19109810,COKE,81.04000,-0.002585,0.008348,0.004092
11995,20140423,19109810,COKE,81.30000,0.003208,-0.003873,-0.002213
11995,20140424,19109810,COKE,82.40000,0.013530,-0.001431,0.001717
11995,20140425,19109810,COKE,82.41000,0.000121,-0.012122,-0.008096
11995,20140428,19109810,COKE,82.97000,0.006795,-0.004227,0.003236
11995,20140429,19109810,COKE,83.34000,0.004459,0.002765,0.004761
11995,20140430,19109810,COKE,82.23000,-0.010319,0.002607,0.002992
11995,20140501,19109810,COKE,82.14000,-0.001095,0.000715,-0.000143
11995,20140502,19109810,COKE,82.99000,0.010348,0.000884,-0.001348
11995,20140505,19109810,COKE,82.22000,-0.009278,-0.000247,0.001871
11995,20140506,19109810,COKE,80.35000,-0.022744,-0.009108,-0.008988
11995,20140507,19109810,COKE,78.26000,-0.026011,-0.002716,0.005616
11995,20140508,19109810,COKE,77.27000,-0.012650,-0.007151,-0.001374
11995,20140509,19109810,COKE,77.49000,0.002847,0.003307,0.001519
11995,20140512,19109810,COKE,78.32000,0.010711,0.014883,0.009673
11995,20140513,19109810,COKE,77.63000,-0.008810,-0.003102,0.000422
11995,20140514,19109810,COKE,75.61000,-0.026021,-0.006852,-0.004701
11995,20140515,19109810,COKE,76.02000,0.005423,-0.006830,-0.009362
11995,20140516,19109810,COKE,76.30000,0.003683,0.003325,0.003747
11995,20140519,19109810,COKE,75.65000,-0.008519,0.005823,0.003845
11995,20140520,19109810,COKE,75.37000,-0.003701,-0.007937,-0.006498
11995,20140521,19109810,COKE,75.84000,0.006236,0.004290,0.008116
11995,20140522,19109810,COKE,76.53000,0.009098,0.005598,0.002362
11995,20140523,19109810,COKE,76.46000,-0.000915,0.006622,0.004248
11995,20140527,19109810,COKE,77.93000,0.019226,0.007250,0.005988
11995,20140528,19109810,COKE,75.61000,-0.029770,-0.000426,-0.001114
11995,20140529,19109810,COKE,76.36000,0.009919,0.003798,0.005367
11995,20140530,19109810,COKE,75.26000,-0.014405,-0.002478,0.001844
11995,20140602,19109810,COKE,75.26000,0.000000,-0.002722,0.000728
11995,20140603,19109810,COKE,75.98000,0.009567,-0.002286,-0.000379
11995,20140604,19109810,COKE,75.07000,-0.011977,0.002550,0.001892
11995,20140605,19109810,COKE,75.67000,0.007993,0.011053,0.006525
11995,20140606,19109810,COKE,76.33000,0.008722,0.007430,0.004628
11995,20140609,19109810,COKE,76.23000,-0.001310,0.005748,0.000939
11995,20140610,19109810,COKE,75.89000,-0.004460,0.000606,-0.000246
11995,20140611,19109810,COKE,75.11000,-0.010278,-0.001367,-0.003537
11995,20140612,19109810,COKE,74.74000,-0.004926,-0.002297,-0.007089
11995,20140613,19109810,COKE,74.76000,0.000268,0.001781,0.003135
11995,20140616,19109810,COKE,74.30000,-0.006153,0.002006,0.000837
11995,20140617,19109810,COKE,73.75000,-0.007402,0.004991,0.002173
11995,20140618,19109810,COKE,74.09000,0.004610,0.005413,0.007719
11995,20140619,19109810,COKE,73.98000,-0.001485,0.002033,0.001277
11995,20140620,19109810,COKE,75.00000,0.013787,0.001486,0.001730
11995,20140623,19109810,COKE,75.11000,0.001467,-0.000423,-0.000132
11995,20140624,19109810,COKE,74.15000,-0.012781,-0.006623,-0.006435
11995,20140625,19109810,COKE,73.76000,-0.005260,0.004375,0.004897
11995,20140626,19109810,COKE,73.60000,-0.002169,0.000407,-0.001179
11995,20140627,19109810,COKE,74.56000,0.013043,0.005283,0.001911
11995,20140630,19109810,COKE,73.67000,-0.011937,0.002778,-0.000372
11995,20140701,19109810,COKE,74.46000,0.010724,0.007202,0.006678
11995,20140702,19109810,COKE,74.63000,0.002283,-0.000838,0.000659
11995,20140703,19109810,COKE,75.61000,0.013131,0.003767,0.005480
11995,20140707,19109810,COKE,74.52000,-0.014416,-0.009967,-0.003924
11995,20140708,19109810,COKE,74.24000,-0.003757,-0.009708,-0.007049
11995,20140709,19109810,COKE,73.42000,-0.011045,0.002268,0.004644
11995,20140710,19109810,COKE,72.51000,-0.012394,-0.006661,-0.004131
11995,20140711,19109810,COKE,72.64000,0.001793,0.000505,0.001471
11995,20140714,19109810,COKE,72.54000,-0.001377,0.003811,0.004844
11995,20140715,19109810,COKE,72.15000,-0.005376,-0.006740,-0.001932
11995,20140716,19109810,COKE,72.43000,0.003881,0.000775,0.004201
11995,20140717,19109810,COKE,72.25000,-0.002485,-0.010541,-0.011834
11995,20140718,19109810,COKE,72.54000,0.004014,0.009653,0.010265
11995,20140721,19109810,COKE,72.60000,0.000827,-0.001820,-0.002320
11995,20140722,19109810,COKE,72.45000,-0.002066,0.005689,0.005016
11995,20140723,19109810,COKE,72.11000,-0.004693,0.001142,0.001754
11995,20140724,19109810,COKE,70.76000,-0.018721,-0.000740,0.000488
11995,20140725,19109810,COKE,70.88000,0.001696,-0.004407,-0.004849
11995,20140728,19109810,COKE,70.83000,-0.000705,-0.002544,0.000288
11995,20140729,19109810,COKE,70.70000,-0.001835,-0.000657,-0.004528
11995,20140730,19109810,COKE,70.08000,-0.005233,0.001237,0.000061
11995,20140731,19109810,COKE,69.82000,-0.003710,-0.016045,-0.019999
11995,20140801,19109810,COKE,69.28000,-0.007734,-0.004324,-0.002859
11995,20140804,19109810,COKE,70.56000,0.018476,0.004571,0.007189
11995,20140805,19109810,COKE,70.63000,0.000992,-0.004641,-0.009685
11995,20140806,19109810,COKE,71.68000,0.014866,0.002045,0.000016
11995,20140807,19109810,COKE,72.16000,0.006696,-0.003771,-0.005557
11995,20140808,19109810,COKE,73.28000,0.015521,0.007342,0.011531
