PERMNO,date,NCUSIP,TICKER,PRC,RET,ewretd,sprtrn
11833,20000518,13810830,CITI,3.00000,0.021277,-0.005720,-0.007315
11833,20000519,13810830,CITI,2.96875,-0.010417,-0.015357,-0.021055
11833,20000522,13810830,CITI,2.87500,-0.031579,-0.015313,-0.004428
11833,20000523,13810830,CITI,2.87500,0.000000,-0.014364,-0.019176
11833,20000524,13810830,CITI,2.84375,-0.010870,-0.008830,0.018335
11833,20000525,13810830,CITI,2.84375,0.000000,-0.005172,-0.012530
11833,20000526,13810830,CITI,2.81250,-0.010989,-0.002729,-0.002533
11833,20000530,13810830,CITI,2.71875,-0.033333,0.021615,0.032242
11833,20000531,13810830,CITI,2.75000,0.011494,0.002846,-0.001301
11833,20000601,13810830,CITI,2.68750,-0.022727,0.019431,0.019858
11833,20000602,13810830,CITI,2.75000,0.023256,0.030798,0.019637
11833,20000605,13810830,CITI,2.68750,-0.022727,0.007911,-0.006519
11833,20000606,13810830,CITI,2.65625,-0.011628,0.002692,-0.006671
11833,20000607,13810830,CITI,2.56250,-0.035294,0.008724,0.009274
11833,20000608,13810830,CITI,2.68750,0.048780,0.001024,-0.006586
11833,20000609,13810830,CITI,2.68750,0.000000,0.010069,-0.003229
11833,20000612,13810830,CITI,2.68750,0.000000,-0.006039,-0.007516
11833,20000613,13810830,CITI,2.62500,-0.023256,0.002502,0.016210
11833,20000614,13810830,CITI,2.62500,0.000000,0.000553,0.000749
11833,20000615,13810830,CITI,2.56250,-0.023810,-0.002757,0.005569
11833,20000616,13810830,CITI,2.50000,-0.024390,-0.001281,-0.009650
11833,20000619,13810830,CITI,2.46875,-0.012500,0.003178,0.014708
11833,20000620,13810830,CITI,2.50000,0.012658,-0.000029,-0.006763
11833,20000621,13810830,CITI,2.43750,-0.025000,0.003102,0.002155
11833,20000622,13810830,CITI,2.43750,0.000000,-0.006828,-0.018220
11833,20000623,13810830,CITI,2.43750,0.000000,-0.002647,-0.007368
11833,20000626,13810830,CITI,2.34375,-0.038462,0.003297,0.009594
11833,20000627,13810830,CITI,2.31250,-0.013333,-0.002669,-0.003271
11833,20000628,13810830,CITI,2.37500,0.027027,0.009500,0.002944
11833,20000629,13810830,CITI,2.78125,0.171053,-0.001189,-0.008544
11833,20000630,13810830,CITI,3.03125,0.089888,0.003372,0.008465
11833,20000703,13810830,CITI,3.03125,0.000000,0.009012,0.010271
11833,20000705,13810830,CITI,3.50000,0.154639,-0.006561,-0.015862
11833,20000706,13810830,CITI,3.37500,-0.035714,0.004416,0.007219
11833,20000707,13810830,CITI,3.42188,0.013889,0.005068,0.015261
11833,20000710,13810830,CITI,3.50000,0.022831,0.002205,-0.002218
11833,20000711,13810830,CITI,3.43750,-0.017857,0.000474,0.003565
11833,20000712,13810830,CITI,3.31250,-0.036364,0.011108,0.008130
11833,20000713,13810830,CITI,3.31250,0.000000,0.004407,0.001956
11833,20000714,13810830,CITI,3.48438,0.051887,0.006723,0.009453
11833,20000717,13810830,CITI,3.37500,-0.031390,0.005166,0.000338
11833,20000718,13810830,CITI,3.31250,-0.018519,-0.004605,-0.011089
11833,20000719,13810830,CITI,3.34375,0.009434,-0.006790,-0.007886
11833,20000720,13810830,CITI,3.28125,-0.018692,0.004779,0.009184
11833,20000721,13810830,CITI,3.21875,-0.019048,-0.008244,-0.010284
11833,20000724,13810830,CITI,3.18750,-0.009709,-0.009734,-0.010742
11833,20000725,13810830,CITI,3.03125,-0.049020,-0.001802,0.006952
11833,20000726,13810830,CITI,3.06250,0.010309,-0.004929,-0.014955
11833,20000727,13810830,CITI,2.87500,-0.061224,-0.013481,-0.001928
11833,20000728,13810830,CITI,3.03125,0.054348,-0.016312,-0.020509
11833,20000731,13810830,CITI,2.96875,-0.020619,0.007200,0.007705
11833,20000801,13810830,CITI,3.00000,0.010526,-0.003007,0.005081
